source_ip,dest_ip,pkt_count,tcp_src_port,tcp_dest_port,tls_handshake_ciphersuite,tls_handshake_extensions_length,tls_server_name,tls_ja3_hash,tls_cipher_suite_length,tls_cert_length,tls_issuer,tls_algorithm_id,tls_handshake_server_curve_type,tls_handshake_server_named_curve,tls_handshake_echde_server_pubkey_len,tls_handshake_echde_client_pubkey_len
192.168.64.11,158.69.207.216,96,47984,9001,0xc030,13,www.ci23upnouqx53j76xg.com,83d60721ecc423892660e275acc4dffd,28,576,www.p7a73jny75.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,85.195.208.19,59,53856,9001,0xc030,13,www.7jgoqe4whrg5rmpzxkbm.com,83d60721ecc423892660e275acc4dffd,28,588,www.gebjf35sofpg7574j6.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,158.69.207.216,32,48160,9001,0xc030,13,www.xero4pcttdgnz2z5.com,83d60721ecc423892660e275acc4dffd,28,576,www.p7a73jny75.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,23.250.14.98,45,44716,443,0xc030,13,www.2jg2hk3cae4gns.com,83d60721ecc423892660e275acc4dffd,28,570,www.2irc7rvp.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,158.69.207.216,21,48060,9001,0xc030,13,www.4l5iw4l7vf6xi3bquhdu6esr.com,83d60721ecc423892660e275acc4dffd,28,576,www.p7a73jny75.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,85.195.208.19,96,53766,9001,0xc030,13,www.vye4sec7iing3xrkh6h.com,83d60721ecc423892660e275acc4dffd,28,588,www.gebjf35sofpg7574j6.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,23.250.14.98,42,44598,443,0xc030,13,www.5lmkudpcit3rdqjlypfw.com,83d60721ecc423892660e275acc4dffd,28,570,www.2irc7rvp.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,85.195.208.19,26,53756,9001,0xc030,13,www.lkcptcgoget35wdzeb.com,83d60721ecc423892660e275acc4dffd,28,588,www.gebjf35sofpg7574j6.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,158.69.207.216,81,48054,9001,0xc030,13,www.vidv5o.com,83d60721ecc423892660e275acc4dffd,28,576,www.p7a73jny75.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,85.195.208.19,26,53654,9001,0xc030,13,www.43oaxrxsiao3g26fiqo.com,83d60721ecc423892660e275acc4dffd,28,588,www.gebjf35sofpg7574j6.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,158.69.207.216,106,47952,9001,0xc030,13,www.y2tx7krzb.com,83d60721ecc423892660e275acc4dffd,28,576,www.p7a73jny75.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,23.250.14.98,47,44848,443,0xc030,13,www.ncymqfeemp.com,83d60721ecc423892660e275acc4dffd,28,570,www.2irc7rvp.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,85.195.208.19,39,54006,9001,0xc030,13,www.zvwizo7.com,83d60721ecc423892660e275acc4dffd,28,588,www.gebjf35sofpg7574j6.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,158.69.207.216,58,48304,9001,0xc030,13,www.mh32iv3bl.com,83d60721ecc423892660e275acc4dffd,28,576,www.p7a73jny75.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,85.195.208.19,29,53700,9001,0xc030,13,www.lfkn5tns7lv.com,83d60721ecc423892660e275acc4dffd,28,588,www.gebjf35sofpg7574j6.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,23.250.14.98,65,44552,443,0xc030,13,www.v3defcud3xzpjdbmienjvnu5c.com,83d60721ecc423892660e275acc4dffd,28,570,www.2irc7rvp.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,158.69.207.216,56,48006,9001,0xc030,13,www.kkgssuop2a6kua4fh74ls7os.com,83d60721ecc423892660e275acc4dffd,28,576,www.p7a73jny75.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,23.250.14.98,42,44566,443,0xc030,13,www.od6q6j3sygtafaednye.com,83d60721ecc423892660e275acc4dffd,28,570,www.2irc7rvp.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,158.69.207.216,58,48020,9001,0xc030,13,www.oefrpzib6mne6dnggadz.com,83d60721ecc423892660e275acc4dffd,28,576,www.p7a73jny75.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,85.195.208.19,42,53726,9001,0xc030,13,www.f3h2yjdi7r6vodfcrh7.com,83d60721ecc423892660e275acc4dffd,28,588,www.gebjf35sofpg7574j6.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,85.195.208.19,27,53984,9001,0xc030,13,www.7sa3pzo2gircprxj5gvahuc.com,83d60721ecc423892660e275acc4dffd,28,588,www.gebjf35sofpg7574j6.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,23.250.14.98,97,44836,443,0xc030,13,www.245xvetgvy2edqt.com,83d60721ecc423892660e275acc4dffd,28,570,www.2irc7rvp.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,85.195.208.19,65,53732,9001,0xc030,13,www.rmre4decxjenlm2lkbc.com,83d60721ecc423892660e275acc4dffd,28,588,www.gebjf35sofpg7574j6.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,23.250.14.98,21,44590,443,0xc030,13,www.kj6wkgx6.com,83d60721ecc423892660e275acc4dffd,28,570,www.2irc7rvp.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,158.69.207.216,57,48038,9001,0xc030,13,www.d7ha5nbbdkpkhablj7l5ir5qy.com,83d60721ecc423892660e275acc4dffd,28,576,www.p7a73jny75.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,158.69.207.216,35,48216,9001,0xc030,13,www.cdpcrmces6odg6yugzly.com,83d60721ecc423892660e275acc4dffd,28,576,www.p7a73jny75.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,85.195.208.19,47,53928,9001,0xc030,13,www.whro5oeqc3ua2hub.com,83d60721ecc423892660e275acc4dffd,28,588,www.gebjf35sofpg7574j6.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,23.250.14.98,75,44780,443,0xc030,13,www.koelxa33iby3wibj3s3ip.com,83d60721ecc423892660e275acc4dffd,28,570,www.2irc7rvp.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,85.195.208.19,25,53824,9001,0xc030,13,www.twrw34.com,83d60721ecc423892660e275acc4dffd,28,588,www.gebjf35sofpg7574j6.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,158.69.207.216,47,48126,9001,0xc030,13,www.qohn3.com,83d60721ecc423892660e275acc4dffd,28,576,www.p7a73jny75.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,23.250.14.98,73,44684,443,0xc030,13,www.tykjw3zdjr3smcrep2gavqkn.com,83d60721ecc423892660e275acc4dffd,28,570,www.2irc7rvp.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,85.195.208.19,24,53808,9001,0xc030,13,www.zsvaiir4f2qkbfknroyrv.com,83d60721ecc423892660e275acc4dffd,28,588,www.gebjf35sofpg7574j6.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,23.250.14.98,53,44664,443,0xc030,13,www.rkk4x.com,83d60721ecc423892660e275acc4dffd,28,570,www.2irc7rvp.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,158.69.207.216,83,48114,9001,0xc030,13,www.bgaxshx3xme.com,83d60721ecc423892660e275acc4dffd,28,576,www.p7a73jny75.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,158.69.207.216,26,48184,9001,0xc030,13,www.3dk2cqxqj7iq.com,83d60721ecc423892660e275acc4dffd,28,576,www.p7a73jny75.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,23.250.14.98,76,44740,443,0xc030,13,www.sjh5nuy76w3nx.com,83d60721ecc423892660e275acc4dffd,28,570,www.2irc7rvp.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
192.168.64.11,85.195.208.19,46,53898,9001,0xc030,13,www.77yolfpu45tv2.com,83d60721ecc423892660e275acc4dffd,28,588,www.gebjf35sofpg7574j6.com,1.2.840.113549.1.1.11,0x03,0x0017,65,65
