,stream_index,source_ip,dest_ip,pkt_count,tcp_src_port,tcp_dest_port,tls_version,tls_max_client_tls_version,tls_server_name,tls_cipher_suites_length,tls_is_heartbeat_present,tls_is_record_limit_extension_present,tls_supported_group_length,tls_key_share_length,tls_selected_group,tls_handshake_ciphersuite,tls_key_share_group,tls_ec_points_format_length,tls_sig_hash_alg_length,tls_cert_length,tls_cert_size,tls_cert_begin,tls_cert_end,tls_handshake_extensions_length,tls_ja3_hash,TOR
496,557,192.168.64.11,216.58.213.2,15,46376,443,0x0304,0x304,adservice.google.co.uk,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
497,559,192.168.64.11,2.18.85.138,10,44992,443,0x0304,0x304,eu.qualtrics.com,17.0,False,True,6.0,2.0,29.0,0x1302,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
498,561,192.168.64.11,3.123.252.45,8,46784,443,0x0303,0x304,track.celtra.com,17.0,False,True,6.0,2.0,,0xc02f,29.0,1.0,4.0,4.0,4935.0,2022-02-09 00:00:00 (UTC),2023-03-10 23:59:59 (UTC),13.0,579ccef312d18482fc42e2b822ca2430,0
499,560,192.168.64.11,3.123.252.45,8,46782,443,0x0303,0x304,track.celtra.com,17.0,False,True,6.0,2.0,,0xc02f,29.0,1.0,4.0,4.0,4935.0,2022-02-09 00:00:00 (UTC),2023-03-10 23:59:59 (UTC),13.0,579ccef312d18482fc42e2b822ca2430,0
500,562,192.168.64.11,34.76.9.209,33,51334,443,0x0303,0x304,adidasgroup-app.quantummetric.com,17.0,False,True,6.0,2.0,,0xc02f,29.0,1.0,4.0,4.0,5669.0,2022-01-18 00:00:00 (UTC),2023-02-13 23:59:59 (UTC),34.0,579ccef312d18482fc42e2b822ca2430,0
501,563,192.168.64.11,35.205.136.23,17,47104,443,0x0303,0x304,adidasgroup-sync.quantummetric.com,17.0,False,True,6.0,2.0,,0xc02f,29.0,1.0,4.0,4.0,5669.0,2022-01-18 00:00:00 (UTC),2023-02-13 23:59:59 (UTC),34.0,579ccef312d18482fc42e2b822ca2430,0
502,564,192.168.64.11,157.240.221.15,6,33868,443,0x0304,0x304,ad.atdmt.com,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
503,565,192.168.64.11,157.240.221.15,15,33870,443,0x0304,0x304,ad.atdmt.com,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
504,568,192.168.64.11,96.16.109.143,6,42544,443,0x0304,0x304,p.teads.tv,17.0,False,True,6.0,2.0,29.0,0x1302,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
505,567,192.168.64.11,2.18.82.24,34,35118,443,0x0304,0x304,se.monetate.net,17.0,False,True,6.0,2.0,29.0,0x1302,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
506,566,192.168.64.11,157.240.221.16,34,60652,443,0x0304,0x304,connect.facebook.net,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
507,574,192.168.64.11,35.71.131.137,17,57440,443,0x0303,0x304,match.adsrvr.org,17.0,False,True,6.0,2.0,,0xc02f,29.0,1.0,4.0,2.0,2825.0,2022-03-31 20:37:50 (UTC),2023-05-02 20:37:49 (UTC),26.0,579ccef312d18482fc42e2b822ca2430,0
508,573,192.168.64.11,96.16.80.185,10,38028,443,0x0303,0x304,acdn.adnxs.com,17.0,False,True,6.0,2.0,,0xc030,29.0,1.0,4.0,2.0,3182.0,2021-12-10 00:00:00 (UTC),2022-12-09 23:59:59 (UTC),40.0,579ccef312d18482fc42e2b822ca2430,0
509,572,192.168.64.11,18.164.70.179,9,58948,443,0x0304,0x304,js.adsrvr.org,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
510,571,192.168.64.11,199.232.172.157,11,46956,443,0x0303,0x304,static.ads-twitter.com,17.0,False,True,6.0,2.0,,0xc02f,29.0,1.0,4.0,2.0,3015.0,2021-07-21 00:00:00 (UTC),2022-07-26 23:59:59 (UTC),38.0,579ccef312d18482fc42e2b822ca2430,0
511,570,192.168.64.11,142.250.179.238,18,56240,443,0x0304,0x304,www.google-analytics.com,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
512,569,192.168.64.11,96.16.109.143,10,42546,443,0x0304,0x304,p.teads.tv,17.0,False,True,6.0,2.0,29.0,0x1302,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
513,577,192.168.64.11,142.250.200.34,26,48062,443,0x0304,0x304,googleads.g.doubleclick.net,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
514,575,192.168.64.11,142.250.187.194,15,58396,443,0x0304,0x304,cm.g.doubleclick.net,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
515,579,192.168.64.11,142.250.200.34,9,48066,443,0x0304,0x304,googleads.g.doubleclick.net,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
516,578,192.168.64.11,142.250.200.34,9,48064,443,0x0304,0x304,googleads.g.doubleclick.net,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
517,581,192.168.64.11,142.250.200.34,9,48070,443,0x0304,0x304,googleads.g.doubleclick.net,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
518,580,192.168.64.11,142.250.200.34,9,48068,443,0x0304,0x304,googleads.g.doubleclick.net,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
519,582,192.168.64.11,142.250.200.34,9,48072,443,0x0304,0x304,googleads.g.doubleclick.net,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
520,576,192.168.64.11,66.235.152.143,13,57906,443,0x0304,0x304,adidas.d3.sc.omtrdc.net,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
521,583,192.168.64.11,85.222.146.188,51,46282,443,0x0303,0x304,adidas.my.salesforce.com,17.0,False,True,6.0,2.0,,0xc030,29.0,1.0,4.0,2.0,3004.0,2022-05-19 00:00:00 (UTC),2023-05-17 23:59:59 (UTC),15.0,579ccef312d18482fc42e2b822ca2430,0
522,584,192.168.64.11,66.235.152.143,8,57922,443,0x0304,0x304,adidas.d3.sc.omtrdc.net,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
523,585,192.168.64.11,66.235.152.143,9,57924,443,0x0304,0x304,adidas.d3.sc.omtrdc.net,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
524,586,192.168.64.11,3.33.220.150,4,53540,443,0x0303,0x304,insight.adsrvr.org,17.0,False,True,6.0,2.0,,0xc02f,29.0,1.0,4.0,2.0,2825.0,2022-03-31 20:37:50 (UTC),2023-05-02 20:37:49 (UTC),26.0,579ccef312d18482fc42e2b822ca2430,0
525,587,192.168.64.11,34.66.3.160,14,35162,443,0x0304,0x304,rl.quantummetric.com,17.0,False,True,6.0,2.0,29.0,0x1302,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
526,588,192.168.64.11,34.66.3.160,13,35164,443,0x0304,0x304,rl.quantummetric.com,17.0,False,True,6.0,2.0,29.0,0x1302,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
527,592,192.168.64.11,104.78.177.130,9,59120,443,0x0304,0x304,cm.teads.tv,17.0,False,True,6.0,2.0,29.0,0x1302,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
528,591,192.168.64.11,104.78.177.130,10,59118,443,0x0304,0x304,cm.teads.tv,17.0,False,True,6.0,2.0,29.0,0x1302,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
529,593,192.168.64.11,142.250.180.3,9,46570,443,0x0304,0x304,www.google.co.uk,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
530,594,192.168.64.11,142.250.180.3,9,46572,443,0x0304,0x304,www.google.co.uk,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
531,595,192.168.64.11,142.250.180.3,9,46574,443,0x0304,0x304,www.google.co.uk,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
532,596,192.168.64.11,142.250.180.3,39,46576,443,0x0304,0x304,www.google.co.uk,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
533,590,192.168.64.11,37.252.173.27,9,40146,443,0x0303,0x304,ib.adnxs.com,17.0,False,True,6.0,2.0,,0xc02b,29.0,1.0,4.0,2.0,2218.0,2022-02-11 00:00:00 (UTC),2023-03-14 23:59:59 (UTC),44.0,579ccef312d18482fc42e2b822ca2430,0
534,589,192.168.64.11,37.252.173.27,9,40144,443,0x0303,0x304,ib.adnxs.com,17.0,False,True,6.0,2.0,,0xc02b,29.0,1.0,4.0,2.0,2218.0,2022-02-11 00:00:00 (UTC),2023-03-14 23:59:59 (UTC),44.0,579ccef312d18482fc42e2b822ca2430,0
535,597,192.168.64.11,34.66.3.160,8,35182,443,0x0304,0x304,rl.quantummetric.com,17.0,False,True,6.0,2.0,29.0,0x1302,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
536,598,192.168.64.11,104.244.42.5,12,46766,443,0x0304,0x304,t.co,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
537,599,192.168.64.11,104.244.42.5,8,46768,443,0x0304,0x304,t.co,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
538,600,192.168.64.11,142.250.180.3,9,46584,443,0x0304,0x304,www.google.co.uk,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
539,601,192.168.64.11,142.250.180.3,8,46586,443,0x0304,0x304,www.google.co.uk,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
542,605,192.168.64.11,142.250.187.234,14,43170,443,0x0304,0x304,safebrowsing.googleapis.com,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,52.0,02aa4679df284f240695da144b70c288,0
543,604,192.168.64.11,160.8.241.59,10,50652,443,0x0303,0x304,e-com.secure.force.com,17.0,False,True,6.0,2.0,,0xc030,29.0,1.0,4.0,2.0,3483.0,2022-04-20 00:00:00 (UTC),2023-04-19 23:59:59 (UTC),19.0,579ccef312d18482fc42e2b822ca2430,0
544,606,192.168.64.11,160.8.241.59,8,50656,443,0x0303,0x304,e-com.secure.force.com,17.0,False,True,6.0,2.0,,0xc030,29.0,1.0,4.0,2.0,3483.0,2022-04-20 00:00:00 (UTC),2023-04-19 23:59:59 (UTC),19.0,579ccef312d18482fc42e2b822ca2430,0
545,608,192.168.64.11,104.244.42.131,11,33584,443,0x0304,0x304,analytics.twitter.com,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
546,607,192.168.64.11,104.244.42.131,9,33582,443,0x0304,0x304,analytics.twitter.com,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
547,610,192.168.64.11,157.240.221.35,15,44794,443,0x0304,0x304,www.facebook.com,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
548,612,192.168.64.11,104.120.141.53,20,43104,443,0x0304,0x304,t.teads.tv,17.0,False,True,6.0,2.0,29.0,0x1302,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
549,611,192.168.64.11,104.120.141.53,12,43102,443,0x0304,0x304,t.teads.tv,17.0,False,True,6.0,2.0,29.0,0x1302,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
550,609,192.168.64.11,52.213.34.91,12,55112,443,0x0303,0x304,f.monetate.net,17.0,False,True,6.0,2.0,,0xc02f,29.0,1.0,4.0,2.0,2894.0,2020-08-21 00:00:00 (UTC),2022-09-28 12:00:00 (UTC),19.0,579ccef312d18482fc42e2b822ca2430,0
551,613,192.168.64.11,66.102.1.155,15,46002,443,0x0304,0x304,stats.g.doubleclick.net,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
552,614,192.168.64.11,3.120.25.25,16,57428,443,0x0303,0x304,datacloud.tealiumiq.com,17.0,False,True,6.0,2.0,,0xc02f,29.0,1.0,4.0,4.0,4929.0,2021-09-24 00:00:00 (UTC),2022-10-23 23:59:59 (UTC),26.0,579ccef312d18482fc42e2b822ca2430,0
553,615,192.168.64.11,85.222.146.188,8,46342,443,0x0303,0x304,adidas.my.salesforce.com,17.0,False,True,6.0,2.0,,0xc030,29.0,1.0,4.0,2.0,3004.0,2022-05-19 00:00:00 (UTC),2023-05-17 23:59:59 (UTC),15.0,579ccef312d18482fc42e2b822ca2430,0
554,616,192.168.64.11,85.222.146.128,9,50382,443,0x0303,0x304,d.la1-c1-cdg.salesforceliveagent.com,17.0,False,True,6.0,2.0,,0xc030,29.0,1.0,4.0,2.0,3151.0,2021-10-22 00:00:00 (UTC),2022-10-17 23:59:59 (UTC),19.0,579ccef312d18482fc42e2b822ca2430,0
555,617,192.168.64.11,85.222.146.128,9,50384,443,0x0303,0x304,d.la1-c1-cdg.salesforceliveagent.com,17.0,False,True,6.0,2.0,,0xc030,29.0,1.0,4.0,2.0,3151.0,2021-10-22 00:00:00 (UTC),2022-10-17 23:59:59 (UTC),19.0,579ccef312d18482fc42e2b822ca2430,0
556,618,192.168.64.11,23.205.132.147,29,59550,443,0x0304,0x304,cdn-3.convertexperiments.com,17.0,False,True,6.0,2.0,29.0,0x1302,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
557,619,192.168.64.11,66.102.1.155,17,46014,443,0x0304,0x304,stats.g.doubleclick.net,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
558,621,192.168.64.11,142.250.187.228,9,38770,443,0x0303,0x303,www.google.com,14.0,False,True,4.0,,,0xc02b,,1.0,11.0,3.0,3987.0,2022-06-27 08:25:01 (UTC),2022-09-19 08:25:00 (UTC),28.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
559,623,192.168.64.11,108.138.232.42,89,45020,443,0x0303,0x303,www.amazon.co.uk,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,3.0,4218.0,2022-01-24 00:00:00 (UTC),2023-01-13 23:59:59 (UTC),32.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
561,625,192.168.64.11,34.252.206.138,59,42318,443,0x0303,0x303,fls-eu.amazon.co.uk,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,4.0,5182.0,2022-04-20 00:00:00 (UTC),2023-04-11 23:59:59 (UTC),26.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
562,626,192.168.64.11,199.232.141.16,45,46968,443,0x0303,0x303,m.media-amazon.com,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,3.0,4325.0,2022-06-15 00:00:00 (UTC),2023-06-14 23:59:59 (UTC),38.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
563,627,192.168.64.11,199.232.141.16,244,46970,443,0x0303,0x303,images-eu.ssl-images-amazon.com,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,3.0,4325.0,2022-06-15 00:00:00 (UTC),2023-06-14 23:59:59 (UTC),38.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
564,628,192.168.64.11,199.232.141.16,4,46972,443,0x0303,0x303,m.media-amazon.com,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,3.0,4325.0,2022-06-15 00:00:00 (UTC),2023-06-14 23:59:59 (UTC),38.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
565,629,192.168.64.11,199.232.141.16,10,46974,443,0x0303,0x303,images-eu.ssl-images-amazon.com,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,3.0,4325.0,2022-06-15 00:00:00 (UTC),2023-06-14 23:59:59 (UTC),38.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
566,632,192.168.64.11,199.232.141.16,10,46980,443,0x0303,0x303,images-eu.ssl-images-amazon.com,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,3.0,4325.0,2022-06-15 00:00:00 (UTC),2023-06-14 23:59:59 (UTC),38.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
567,634,192.168.64.11,199.232.141.16,9,46984,443,0x0303,0x303,m.media-amazon.com,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,3.0,4325.0,2022-06-15 00:00:00 (UTC),2023-06-14 23:59:59 (UTC),38.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
568,635,192.168.64.11,199.232.141.16,10,46986,443,0x0303,0x303,images-eu.ssl-images-amazon.com,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,3.0,4325.0,2022-06-15 00:00:00 (UTC),2023-06-14 23:59:59 (UTC),38.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
569,636,192.168.64.11,199.232.141.16,9,46988,443,0x0303,0x303,images-eu.ssl-images-amazon.com,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,3.0,4325.0,2022-06-15 00:00:00 (UTC),2023-06-14 23:59:59 (UTC),38.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
570,641,192.168.64.11,199.232.141.16,10,46998,443,0x0303,0x303,m.media-amazon.com,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,3.0,4325.0,2022-06-15 00:00:00 (UTC),2023-06-14 23:59:59 (UTC),38.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
571,642,192.168.64.11,199.232.141.16,10,47000,443,0x0303,0x303,images-eu.ssl-images-amazon.com,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,3.0,4325.0,2022-06-15 00:00:00 (UTC),2023-06-14 23:59:59 (UTC),38.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
572,643,192.168.64.11,142.250.187.234,17,37662,443,0x0303,0x303,safebrowsing.googleapis.com,14.0,False,True,4.0,,,0xc02b,,1.0,11.0,3.0,4383.0,2022-06-27 08:23:58 (UTC),2022-09-19 08:23:57 (UTC),28.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
573,646,192.168.64.11,142.250.187.234,14,37668,443,0x0303,0x303,safebrowsing.googleapis.com,14.0,False,True,4.0,,,0xc02b,,1.0,11.0,,,,,24.0,fbcc1d86f1211d29dca4858f89e44997,0
574,647,192.168.64.11,142.250.187.234,14,37670,443,0x0303,0x303,safebrowsing.googleapis.com,14.0,False,True,4.0,,,0xc02b,,1.0,11.0,,,,,24.0,fbcc1d86f1211d29dca4858f89e44997,0
575,648,192.168.64.11,52.95.114.193,7,55524,443,0x0303,0x303,completion.amazon.co.uk,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,4.0,5245.0,2022-05-09 00:00:00 (UTC),2023-05-04 23:59:59 (UTC),21.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
576,649,192.168.64.11,52.95.121.195,13,47848,443,0x0303,0x303,aax-eu.amazon.co.uk,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,4.0,5188.0,2021-11-17 00:00:00 (UTC),2022-11-16 23:59:59 (UTC),21.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
577,650,192.168.64.11,52.95.121.195,14,47850,443,0x0303,0x303,aax-eu.amazon.co.uk,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,4.0,5188.0,2021-11-17 00:00:00 (UTC),2022-11-16 23:59:59 (UTC),21.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
578,651,192.168.64.11,52.95.127.145,25,37738,443,0x0303,0x303,unagi.amazon.co.uk,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,4.0,5296.0,2022-03-25 00:00:00 (UTC),2023-03-15 23:59:59 (UTC),21.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
579,652,192.168.64.11,142.250.187.234,12,37680,443,0x0303,0x303,safebrowsing.googleapis.com,14.0,False,True,4.0,,,0xc02b,,1.0,11.0,,,,,24.0,fbcc1d86f1211d29dca4858f89e44997,0
580,654,192.168.64.11,199.232.141.16,16,47024,443,0x0303,0x303,m.media-amazon.com,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,,,,,18.0,fbcc1d86f1211d29dca4858f89e44997,1
581,657,192.168.64.11,52.95.118.179,10,49366,443,0x0303,0x303,aax-eu.amazon-adsystem.com,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,4.0,5273.0,2022-06-23 00:00:00 (UTC),2023-06-22 23:59:59 (UTC),21.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
582,658,192.168.64.11,52.95.127.145,11,37752,443,0x0303,0x303,unagi-eu.amazon.com,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,4.0,5296.0,2022-03-25 00:00:00 (UTC),2023-03-15 23:59:59 (UTC),21.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
583,667,192.168.64.11,142.250.179.226,10,39320,443,0x0303,0x303,adservice.google.co.uk,14.0,False,True,4.0,,,0xc02b,,1.0,11.0,3.0,4004.0,2022-06-27 08:26:24 (UTC),2022-09-19 08:26:23 (UTC),28.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
584,668,192.168.64.11,140.82.121.3,12,60270,443,0x0303,0x303,github.com,14.0,False,True,4.0,,,0xc02b,,1.0,11.0,2.0,2447.0,2022-03-15 00:00:00 (UTC),2023-03-15 23:59:59 (UTC),30.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
585,669,192.168.64.11,185.199.109.154,9,35608,443,0x0303,0x303,github.githubassets.com,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,2.0,2972.0,2021-10-12 00:00:00 (UTC),2022-10-12 23:59:59 (UTC),38.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
586,671,192.168.64.11,185.199.109.154,10,35612,443,0x0303,0x303,github.githubassets.com,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,2.0,2972.0,2021-10-12 00:00:00 (UTC),2022-10-12 23:59:59 (UTC),38.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
587,670,192.168.64.11,185.199.109.154,10,35610,443,0x0303,0x303,github.githubassets.com,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,2.0,2972.0,2021-10-12 00:00:00 (UTC),2022-10-12 23:59:59 (UTC),38.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
588,673,192.168.64.11,185.199.109.154,23,35616,443,0x0303,0x303,github.githubassets.com,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,2.0,2972.0,2021-10-12 00:00:00 (UTC),2022-10-12 23:59:59 (UTC),38.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
589,672,192.168.64.11,185.199.109.154,9,35614,443,0x0303,0x303,github.githubassets.com,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,2.0,2972.0,2021-10-12 00:00:00 (UTC),2022-10-12 23:59:59 (UTC),38.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
590,674,192.168.64.11,185.199.109.154,9,35618,443,0x0303,0x303,github.githubassets.com,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,2.0,2972.0,2021-10-12 00:00:00 (UTC),2022-10-12 23:59:59 (UTC),38.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
591,675,192.168.64.11,185.199.109.154,10,35620,443,0x0303,0x303,github.githubassets.com,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,2.0,2972.0,2021-10-12 00:00:00 (UTC),2022-10-12 23:59:59 (UTC),38.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
592,676,192.168.64.11,185.199.109.154,10,35622,443,0x0303,0x303,github.githubassets.com,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,2.0,2972.0,2021-10-12 00:00:00 (UTC),2022-10-12 23:59:59 (UTC),38.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
593,679,192.168.64.11,185.199.109.154,18,35628,443,0x0303,0x303,github.githubassets.com,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,2.0,2972.0,2021-10-12 00:00:00 (UTC),2022-10-12 23:59:59 (UTC),38.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
594,677,192.168.64.11,185.199.109.154,9,35624,443,0x0303,0x303,github.githubassets.com,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,2.0,2972.0,2021-10-12 00:00:00 (UTC),2022-10-12 23:59:59 (UTC),38.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
595,678,192.168.64.11,185.199.109.154,10,35626,443,0x0303,0x303,github.githubassets.com,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,2.0,2972.0,2021-10-12 00:00:00 (UTC),2022-10-12 23:59:59 (UTC),38.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
596,680,192.168.64.11,185.199.109.154,9,35630,443,0x0303,0x303,github.githubassets.com,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,2.0,2972.0,2021-10-12 00:00:00 (UTC),2022-10-12 23:59:59 (UTC),38.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
597,681,192.168.64.11,185.199.110.133,11,35940,443,0x0303,0x303,avatars.githubusercontent.com,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,2.0,3039.0,2022-03-18 00:00:00 (UTC),2023-03-21 23:59:59 (UTC),38.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
598,682,192.168.64.11,140.82.112.21,11,44662,443,0x0303,0x303,collector.github.com,14.0,False,True,4.0,,,0xc02f,,1.0,11.0,2.0,2963.0,2020-06-22 00:00:00 (UTC),2022-08-17 12:00:00 (UTC),30.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
599,683,192.168.64.11,140.82.121.6,10,36058,443,0x0303,0x303,api.github.com,14.0,False,True,4.0,,,0xc02b,,1.0,11.0,2.0,2444.0,2022-03-16 00:00:00 (UTC),2023-03-16 23:59:59 (UTC),30.0,fb0aa01abe9d8e4037eb3473ca6e2dca,0
