stream_index,source_ip,dest_ip,pkt_count,tcp_src_port,tcp_dest_port,tls_version,tls_max_client_tls_version,tls_server_name,tls_cipher_suites_length,tls_is_heartbeat_present,tls_is_record_limit_extension_present,tls_supported_group_length,tls_key_share_length,tls_selected_group,tls_handshake_ciphersuite,tls_key_share_group,tls_ec_points_format_length,tls_sig_hash_alg_length,tls_cert_length,tls_cert_size,tls_cert_begin,tls_cert_end,tls_handshake_extensions_length,tls_ja3_hash
21,192.168.64.11,199.232.57.16,9,57722,443,0x0304,0x304,m.media-amazon.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
22,192.168.64.11,199.232.57.16,9,57724,443,0x0304,0x304,m.media-amazon.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
23,192.168.64.11,199.232.57.16,9,57726,443,0x0304,0x304,m.media-amazon.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
24,192.168.64.11,199.232.57.16,9,57728,443,0x0304,0x304,m.media-amazon.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
16,192.168.64.11,34.194.172.103,90,53606,443,0x0303,0x304,fls-na.amazon.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,4,4995,2022-04-16 00:00:00 (UTC),2023-04-06 23:59:59 (UTC),26,579ccef312d18482fc42e2b822ca2430
25,192.168.64.11,142.250.187.234,13,42142,443,0x0304,0x304,safebrowsing.googleapis.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,52,02aa4679df284f240695da144b70c288
27,192.168.64.11,52.94.243.89,7,60976,443,0x0303,0x304,assoc-na.associates-amazon.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,4,4988,2022-06-18 00:00:00 (UTC),2023-06-17 23:59:59 (UTC),21,579ccef312d18482fc42e2b822ca2430
34,192.168.64.11,142.250.187.234,12,42150,443,0x0304,0x304,safebrowsing.googleapis.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,52,02aa4679df284f240695da144b70c288
32,192.168.64.11,52.46.151.131,32,43230,443,0x0303,0x304,s.amazon-adsystem.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,4,5002,2022-05-09 00:00:00 (UTC),2023-04-21 23:59:59 (UTC),21,579ccef312d18482fc42e2b822ca2430
33,192.168.64.11,52.46.154.73,8,43892,443,0x0303,0x304,completion.amazon.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,4,5015,2022-03-15 00:00:00 (UTC),2023-02-18 23:59:59 (UTC),21,579ccef312d18482fc42e2b822ca2430
40,192.168.64.11,142.250.187.234,13,42154,443,0x0304,0x304,safebrowsing.googleapis.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,52,02aa4679df284f240695da144b70c288
37,192.168.64.11,209.54.180.63,10,33470,443,0x0303,0x304,unagi-na.amazon.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,4,5139,2022-03-10 00:00:00 (UTC),2023-03-02 23:59:59 (UTC),21,579ccef312d18482fc42e2b822ca2430
41,192.168.64.11,3.67.144.96,10,45022,443,0x0303,0x304,t.myvisualiq.net,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,4,5120,2021-12-12 12:29:51 (UTC),2023-01-13 12:29:51 (UTC),13,579ccef312d18482fc42e2b822ca2430
42,192.168.64.11,104.22.25.87,7,33998,443,0x0304,0x304,mwzeom.zeotap.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
45,192.168.64.11,108.138.215.190,11,43678,443,0x0304,0x304,www.imdb.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
44,192.168.64.11,188.65.124.66,11,59806,443,0x0304,0x304,public-prod-dspcookiematching.dmxleo.com,17.0,False,True,6.0,2,29,0x1302,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
43,192.168.64.11,3.95.82.78,8,50618,443,0x0303,0x304,usersync.samplicio.us,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,4,4927,2022-03-18 00:00:00 (UTC),2023-04-16 23:59:59 (UTC),13,579ccef312d18482fc42e2b822ca2430
46,192.168.64.11,3.209.91.249,12,39742,443,0x0303,0x304,ads.samba.tv,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,4,5046,2022-05-13 00:00:00 (UTC),2023-06-11 23:59:59 (UTC),26,579ccef312d18482fc42e2b822ca2430
48,192.168.64.11,151.101.18.132,10,49058,443,0x0304,0x304,pi.ispot.tv,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
47,192.168.64.11,45.79.145.203,8,58940,443,0x0303,0x304,lciapi.ninthdecimal.com,17.0,False,True,6.0,2,,0xc030,29,1,4.0,4,5125,2021-09-25 07:11:39 (UTC),2022-10-27 07:11:39 (UTC),32,579ccef312d18482fc42e2b822ca2430
49,192.168.64.11,52.46.151.131,15,43256,443,0x0303,0x304,s.amazon-adsystem.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,4,5002,2022-05-09 00:00:00 (UTC),2023-04-21 23:59:59 (UTC),21,579ccef312d18482fc42e2b822ca2430
52,192.168.64.11,52.46.151.131,14,43262,443,0x0303,0x304,s.amazon-adsystem.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,4,5002,2022-05-09 00:00:00 (UTC),2023-04-21 23:59:59 (UTC),21,579ccef312d18482fc42e2b822ca2430
53,192.168.64.11,13.32.172.117,11,39254,443,0x0304,0x304,dr3fr5q4g2ul9.cloudfront.net,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
54,192.168.64.11,13.224.246.10,11,43970,443,0x0304,0x304,d2ef20sk9hi1u3.cloudfront.net,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
55,192.168.64.11,52.46.151.131,10,43268,443,0x0303,0x304,s.amazon-adsystem.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,4,5002,2022-05-09 00:00:00 (UTC),2023-04-21 23:59:59 (UTC),21,579ccef312d18482fc42e2b822ca2430
58,192.168.64.11,104.18.19.126,14,52730,443,0x0304,0x304,dsum-sec.casalemedia.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
60,192.168.64.11,2.18.85.33,15,40718,443,0x0304,0x304,tags.bluekai.com,17.0,False,True,6.0,2,29,0x1302,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
66,192.168.64.11,104.244.42.67,10,42390,443,0x0304,0x304,analytics.twitter.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
57,192.168.64.11,35.156.83.159,10,49070,443,0x0303,0x304,aa.agkn.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,2,2779,2020-07-25 00:00:00 (UTC),2022-09-18 12:00:00 (UTC),26,579ccef312d18482fc42e2b822ca2430
64,192.168.64.11,154.54.250.150,9,45166,443,0x0303,0x304,ads.stickyadstv.com,17.0,False,True,6.0,2,,0x0035,29,1,4.0,3,3931,2022-05-19 00:00:00 (UTC),2023-05-19 23:59:59 (UTC),24,579ccef312d18482fc42e2b822ca2430
59,192.168.64.11,35.156.193.10,12,38898,443,0x0303,0x304,x.bidswitch.net,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,3,4578,2022-04-05 00:00:00 (UTC),2023-05-04 23:59:59 (UTC),13,579ccef312d18482fc42e2b822ca2430
63,192.168.64.11,212.82.100.182,11,52744,443,0x0303,0x304,cms.analytics.yahoo.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,4,5964,2022-03-15 00:00:00 (UTC),2022-09-07 23:59:59 (UTC),38,579ccef312d18482fc42e2b822ca2430
65,192.168.64.11,34.252.199.249,14,34110,443,0x0303,0x304,beacon.krxd.net,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,3,5023,2021-11-03 00:00:00 (UTC),2022-11-02 23:59:59 (UTC),26,579ccef312d18482fc42e2b822ca2430
61,192.168.64.11,18.156.0.31,16,55464,443,0x0304,0x304,ups.analytics.yahoo.com,17.0,False,True,6.0,2,29,0x1302,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
67,192.168.64.11,213.19.162.80,8,55196,443,0x0303,0x304,pixel.rubiconproject.com,17.0,False,True,6.0,2,,0x009d,29,1,4.0,2,2974,2022-03-08 00:00:00 (UTC),2023-04-04 23:59:59 (UTC),24,579ccef312d18482fc42e2b822ca2430
68,192.168.64.11,34.245.240.96,9,58762,443,0x0303,0x304,dpm.demdex.net,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,3,3911,2021-10-19 00:00:00 (UTC),2022-11-19 23:59:59 (UTC),13,579ccef312d18482fc42e2b822ca2430
69,192.168.64.11,34.98.67.61,13,60748,443,0x0304,0x304,odr.mookie1.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
62,192.168.64.11,34.194.219.222,10,37252,443,0x0303,0x304,amazon.partners.tremorhub.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,4,5138,2022-03-24 00:00:00 (UTC),2023-04-22 23:59:59 (UTC),26,579ccef312d18482fc42e2b822ca2430
72,192.168.64.11,185.94.180.125,9,33488,443,0x0303,0x304,sync.search.spotxchange.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,2,2825,2022-05-02 00:00:00 (UTC),2023-05-09 23:59:59 (UTC),15,579ccef312d18482fc42e2b822ca2430
70,192.168.64.11,37.157.4.23,17,51134,443,0x0303,0x304,c1.adform.net,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,3,4365,2021-09-06 00:00:00 (UTC),2022-10-07 23:59:59 (UTC),30,579ccef312d18482fc42e2b822ca2430
75,192.168.64.11,216.58.212.226,20,53882,443,0x0304,0x304,cm.g.doubleclick.net,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
73,192.168.64.11,3.124.52.27,12,39032,443,0x0303,0x304,bs.serving-sys.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,4,4972,2022-04-10 00:00:00 (UTC),2023-05-09 23:59:59 (UTC),26,579ccef312d18482fc42e2b822ca2430
77,192.168.64.11,108.156.28.62,14,35142,443,0x0304,0x304,sb.scorecardresearch.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
78,192.168.64.11,35.244.159.8,16,60366,443,0x0304,0x304,us-u.openx.net,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
79,192.168.64.11,104.18.18.126,14,36766,443,0x0304,0x304,ssum-sec.casalemedia.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
81,192.168.64.11,185.89.210.20,11,55972,443,0x0303,0x304,ib.adnxs.com,17.0,False,True,6.0,2,,0xc02b,29,1,4.0,2,2218,2022-02-11 00:00:00 (UTC),2023-03-14 23:59:59 (UTC),44,579ccef312d18482fc42e2b822ca2430
80,192.168.64.11,77.243.60.138,12,52080,443,0x0304,0x304,uipglob.semasio.net,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
76,192.168.64.11,52.20.189.152,12,56248,443,0x0303,0x304,usermatch.krxd.net,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,3,4971,2022-06-06 00:00:00 (UTC),2023-06-05 23:59:59 (UTC),26,579ccef312d18482fc42e2b822ca2430
82,192.168.64.11,185.64.190.80,7,34176,443,0x0303,0x304,image2.pubmatic.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,3,3907,2021-08-04 00:00:00 (UTC),2022-09-04 23:59:59 (UTC),24,579ccef312d18482fc42e2b822ca2430
83,192.168.64.11,213.19.162.80,8,55228,443,0x0303,0x304,token.rubiconproject.com,17.0,False,True,6.0,2,,0x009d,29,1,4.0,2,2974,2022-03-08 00:00:00 (UTC),2023-04-04 23:59:59 (UTC),24,579ccef312d18482fc42e2b822ca2430
84,192.168.64.11,216.58.212.226,9,53900,443,0x0304,0x304,cm.g.doubleclick.net,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
85,192.168.64.11,18.198.69.109,11,36844,443,0x0303,0x304,loadus.exelator.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,2,2955,2022-06-08 00:00:00 (UTC),2023-06-10 23:59:59 (UTC),26,579ccef312d18482fc42e2b822ca2430
86,192.168.64.11,157.240.221.35,15,43858,443,0x0304,0x304,www.facebook.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
87,192.168.64.11,142.250.178.2,16,38838,443,0x0304,0x304,googleads.g.doubleclick.net,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
88,192.168.64.11,185.64.190.78,12,46974,443,0x0303,0x304,image6.pubmatic.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,3,3907,2021-08-04 00:00:00 (UTC),2022-09-04 23:59:59 (UTC),24,579ccef312d18482fc42e2b822ca2430
89,192.168.64.11,141.226.228.48,12,59250,443,0x0303,0x304,sync.taboola.com,17.0,False,True,6.0,2,,0xc02b,29,1,4.0,3,3549,2021-11-28 00:00:00 (UTC),2022-12-29 23:59:59 (UTC),38,579ccef312d18482fc42e2b822ca2430
94,192.168.64.11,172.217.16.228,16,37856,443,0x0304,0x304,www.google.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
93,192.168.64.11,3.73.240.107,12,39612,443,0x0303,0x304,lm.serving-sys.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,4,4937,2022-02-15 00:00:00 (UTC),2023-03-16 23:59:59 (UTC),15,579ccef312d18482fc42e2b822ca2430
95,192.168.64.11,52.46.151.131,7,43346,443,0x0303,0x304,s.amazon-adsystem.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,4,5002,2022-05-09 00:00:00 (UTC),2023-04-21 23:59:59 (UTC),21,579ccef312d18482fc42e2b822ca2430
96,192.168.64.11,142.250.180.3,16,45684,443,0x0304,0x304,www.google.co.uk,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
97,192.168.64.11,108.156.28.51,3,50766,443,,,,,,,,,,,,,,,,,,,
98,192.168.64.11,34.117.237.239,3,42050,443,,,,,,,,,,,,,,,,,,,
36,192.168.64.11,13.224.245.4,2,51546,443,,,,,,,,,,,,,,,,,,,
99,192.168.64.11,87.248.114.11,3,56846,443,,,,,,,,,,,,,,,,,,,
100,192.168.64.11,34.120.115.102,3,52710,443,,,,,,,,,,,,,,,,,,,
101,192.168.64.11,52.44.8.169,3,37798,443,,,,,,,,,,,,,,,,,,,
102,192.168.64.11,34.120.208.123,6,43298,443,,,,,,,,,,,,,,,,,,,
103,192.168.64.11,52.46.137.106,19,45462,443,0x0303,0x304,unagi.amazon.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,4,5139,2022-03-10 00:00:00 (UTC),2023-03-02 23:59:59 (UTC),21,579ccef312d18482fc42e2b822ca2430
104,192.168.64.11,142.250.187.234,13,42268,443,0x0304,0x304,safebrowsing.googleapis.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,52,02aa4679df284f240695da144b70c288
105,192.168.64.11,172.217.169.5,3,56276,443,,,,,,,,,,,,,,,,,,,
106,192.168.64.11,142.250.179.229,3,39454,443,,,,,,,,,,,,,,,,,,,
107,192.168.64.11,172.217.16.228,3,37670,443,,,,,,,,,,,,,,,,,,,
108,192.168.64.11,142.250.180.3,3,45512,443,,,,,,,,,,,,,,,,,,,
109,192.168.64.11,142.250.187.206,3,39990,443,,,,,,,,,,,,,,,,,,,
110,192.168.64.11,157.240.221.174,15,40652,443,0x0304,0x304,instagram.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
111,192.168.64.11,157.240.221.174,10,40654,443,0x0304,0x304,www.instagram.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
112,192.168.64.11,157.240.221.16,16,59830,443,0x0304,0x304,connect.facebook.net,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
113,192.168.64.11,157.240.221.16,20,59832,443,0x0304,0x304,connect.facebook.net,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
114,192.168.64.11,157.240.221.35,15,43892,443,0x0304,0x304,www.facebook.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
115,192.168.64.11,142.250.187.234,13,42280,443,0x0304,0x304,safebrowsing.googleapis.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,52,02aa4679df284f240695da144b70c288
118,192.168.64.11,34.120.237.76,3,51550,443,,,,,,,,,,,,,,,,,,,
119,192.168.64.11,91.198.174.194,10,58504,443,0x0304,0x304,wikipedia.com,17.0,False,True,6.0,2,29,0x1302,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
120,192.168.64.11,91.198.174.192,19,36978,443,0x0304,0x304,www.wikipedia.org,17.0,False,True,6.0,2,29,0x1302,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
121,192.168.64.11,74.6.143.25,12,43760,443,0x0304,0x304,yahoo.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
122,192.168.64.11,87.248.100.216,13,43962,443,0x0304,0x304,www.yahoo.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
123,192.168.64.11,87.248.114.12,24,56242,443,0x0304,0x304,uk.yahoo.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
124,192.168.64.11,52.208.201.35,8,47510,443,0x0303,0x304,guce.yahoo.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,2,4591,2022-02-23 00:00:00 (UTC),2022-08-10 23:59:59 (UTC),9,579ccef312d18482fc42e2b822ca2430
125,192.168.64.11,52.208.201.35,11,47512,443,0x0303,0x304,consent.yahoo.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,2,3940,2022-02-14 00:00:00 (UTC),2022-08-10 23:59:59 (UTC),9,579ccef312d18482fc42e2b822ca2430
126,192.168.64.11,87.248.114.12,9,56248,443,0x0304,0x304,s.yimg.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
127,192.168.64.11,172.217.16.246,9,58118,443,0x0304,0x304,i.ytimg.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
130,192.168.64.11,172.217.169.33,9,38004,443,0x0304,0x304,yt3.ggpht.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
129,192.168.64.11,172.217.169.33,9,38002,443,0x0304,0x304,yt3.ggpht.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
131,192.168.64.11,172.217.169.33,8,38006,443,0x0304,0x304,yt3.ggpht.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
132,192.168.64.11,172.217.169.33,15,38008,443,0x0304,0x304,yt3.ggpht.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
133,192.168.64.11,172.217.169.33,9,38010,443,0x0304,0x304,yt3.ggpht.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
134,192.168.64.11,172.217.169.33,9,38012,443,0x0304,0x304,yt3.ggpht.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
137,192.168.64.11,142.250.187.234,8,42322,443,0x0304,0x304,jnn-pa.googleapis.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
138,192.168.64.11,142.250.178.14,9,54770,443,0x0304,0x304,consent.youtube.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
139,192.168.64.11,142.250.178.2,15,38918,443,0x0304,0x304,googleads.g.doubleclick.net,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
140,192.168.64.11,142.250.187.198,15,38112,443,0x0304,0x304,static.doubleclick.net,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
141,192.168.64.11,142.250.200.5,11,53138,443,0x0304,0x304,gmail.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
142,192.168.64.11,142.250.179.229,18,39710,443,0x0304,0x304,mail.google.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
143,192.168.64.11,142.250.179.229,9,39712,443,0x0304,0x304,mail.google.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
148,192.168.64.11,142.250.180.3,11,45764,443,0x0304,0x304,fonts.gstatic.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
149,192.168.64.11,142.250.180.3,9,45766,443,0x0304,0x304,fonts.gstatic.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
150,192.168.64.11,142.250.180.3,9,45768,443,0x0304,0x304,fonts.gstatic.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
151,192.168.64.11,142.250.180.3,9,45770,443,0x0304,0x304,fonts.gstatic.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
152,192.168.64.11,142.250.180.3,9,45772,443,0x0304,0x304,fonts.gstatic.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
153,192.168.64.11,142.250.180.3,8,45774,443,0x0304,0x304,fonts.gstatic.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
154,192.168.64.11,142.250.179.232,9,44096,443,0x0304,0x304,www.googletagmanager.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
155,192.168.64.11,216.58.213.17,8,46628,443,0x0304,0x304,csp.withgoogle.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
156,192.168.64.11,172.217.16.238,9,54780,443,0x0304,0x304,www.google-analytics.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
157,192.168.64.11,216.239.32.36,14,52026,443,0x0304,0x304,region1.google-analytics.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
158,192.168.64.11,140.82.121.3,15,42406,443,0x0304,0x304,github.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
160,192.168.64.11,185.199.110.154,30,40516,443,0x0304,0x304,github.githubassets.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
159,192.168.64.11,185.199.110.154,9,40514,443,0x0304,0x304,github.githubassets.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
161,192.168.64.11,185.199.110.154,8,40518,443,0x0304,0x304,github.githubassets.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
162,192.168.64.11,185.199.110.154,9,40520,443,0x0304,0x304,github.githubassets.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
163,192.168.64.11,185.199.110.154,9,40522,443,0x0304,0x304,github.githubassets.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
164,192.168.64.11,185.199.110.154,9,40524,443,0x0304,0x304,github.githubassets.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
165,192.168.64.11,185.199.110.154,4,40526,443,0x0304,0x304,github.githubassets.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
167,192.168.64.11,185.199.110.133,9,34510,443,0x0304,0x304,avatars.githubusercontent.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
166,192.168.64.11,185.199.110.154,13,40528,443,0x0304,0x304,github.githubassets.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
168,192.168.64.11,140.82.113.22,11,46882,443,0x0304,0x304,collector.github.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
169,192.168.64.11,140.82.121.5,14,36476,443,0x0304,0x304,api.github.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
170,192.168.64.11,34.120.208.123,199,43830,443,,,,,,,,,,,,,,,,,,,
171,192.168.64.11,23.72.230.183,89,56348,443,0x0304,0x304,www.npr.org,17.0,False,True,6.0,2,29,0x1302,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
172,192.168.64.11,52.84.93.53,22,43926,443,0x0304,0x304,choice.npr.org,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
173,192.168.64.11,23.72.230.183,10,56352,443,0x0304,0x304,media.npr.org,17.0,False,True,6.0,2,29,0x1302,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
175,192.168.64.11,23.72.230.183,11,56356,443,0x0304,0x304,s.npr.org,17.0,False,True,6.0,2,29,0x1302,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
174,192.168.64.11,23.72.230.183,9,56354,443,0x0304,0x304,s.npr.org,17.0,False,True,6.0,2,29,0x1302,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
176,192.168.64.11,142.250.187.234,13,42590,443,0x0304,0x304,safebrowsing.googleapis.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
178,192.168.64.11,216.58.212.232,24,42866,443,0x0304,0x304,www.googletagmanager.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
