stream_index,source_ip,dest_ip,pkt_count,tcp_src_port,tcp_dest_port,tls_version,tls_max_client_tls_version,tls_cipher_suites_length,tls_is_heartbeat_present,tls_is_record_limit_extension_present,tls_sig_hash_alg_length,tls_cert_length,tls_cert_size,tls_issuer,tls_algorithm_id,tls_handshake_ciphersuite,tls_handshake_extensions_length,tls_handshake_server_curve_type,tls_handshake_server_named_curve,tls_handshake_echde_server_pubkey_len,tls_handshake_echde_client_pubkey_len,tls_server_name,tls_ja3_hash,tls_supported_group_length
317,192.168.64.11,108.156.36.216,10,38748,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,images-eu.ssl-images-amazon.com,579ccef312d18482fc42e2b822ca2430,6.0
318,192.168.64.11,108.156.36.216,10,38750,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,images-eu.ssl-images-amazon.com,579ccef312d18482fc42e2b822ca2430,6.0
320,192.168.64.11,108.156.36.216,10,38754,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,images-eu.ssl-images-amazon.com,579ccef312d18482fc42e2b822ca2430,6.0
319,192.168.64.11,108.156.36.216,10,38752,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,images-eu.ssl-images-amazon.com,579ccef312d18482fc42e2b822ca2430,6.0
322,192.168.64.11,52.16.43.253,121,54220,443,0x0303,0x304,17.0,False,False,4.0,4,5182,,1.2.840.113549.1.1.11,0xc02f,26,0x03,0x0017,65,65,fls-eu.amazon.co.uk,579ccef312d18482fc42e2b822ca2430,6.0
323,192.168.64.11,108.156.36.216,9,38760,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,m.media-amazon.com,579ccef312d18482fc42e2b822ca2430,6.0
324,192.168.64.11,108.156.36.216,10,38762,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,m.media-amazon.com,579ccef312d18482fc42e2b822ca2430,6.0
325,192.168.64.11,108.156.36.216,9,38764,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,m.media-amazon.com,579ccef312d18482fc42e2b822ca2430,6.0
327,192.168.64.11,108.156.36.216,9,38768,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,m.media-amazon.com,579ccef312d18482fc42e2b822ca2430,6.0
326,192.168.64.11,108.156.36.216,10,38766,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,m.media-amazon.com,579ccef312d18482fc42e2b822ca2430,6.0
328,192.168.64.11,108.156.36.216,10,38770,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,m.media-amazon.com,579ccef312d18482fc42e2b822ca2430,6.0
330,192.168.64.11,52.95.121.195,13,53480,443,0x0303,0x304,17.0,False,False,4.0,4,5188,,1.2.840.113549.1.1.11,0xc02f,21,0x03,0x0017,65,65,aax-eu.amazon.co.uk,579ccef312d18482fc42e2b822ca2430,6.0
329,192.168.64.11,52.95.121.195,14,53478,443,0x0303,0x304,17.0,False,False,4.0,4,5188,,1.2.840.113549.1.1.11,0xc02f,21,,,,65,aax-eu.amazon.co.uk,579ccef312d18482fc42e2b822ca2430,6.0
331,192.168.64.11,52.95.118.208,7,37360,443,0x0303,0x304,17.0,False,False,4.0,4,5245,,1.2.840.113549.1.1.11,0xc02f,21,0x03,0x0017,65,65,completion.amazon.co.uk,579ccef312d18482fc42e2b822ca2430,6.0
332,192.168.64.11,52.94.223.37,9,59884,443,0x0303,0x304,17.0,False,False,4.0,4,5273,,1.2.840.113549.1.1.11,0xc02f,21,0x03,0x0017,65,65,aax-eu.amazon-adsystem.com,579ccef312d18482fc42e2b822ca2430,6.0
333,192.168.64.11,52.94.218.5,8,48146,443,0x0303,0x304,17.0,False,False,4.0,4,5296,,1.2.840.113549.1.1.11,0xc02f,21,,,,65,unagi-eu.amazon.com,579ccef312d18482fc42e2b822ca2430,6.0
334,192.168.64.11,52.94.218.5,22,48148,443,0x0303,0x304,17.0,False,False,4.0,4,5296,,1.3.14.3.2.26,0xc02f,21,,,,65,unagi.amazon.co.uk,579ccef312d18482fc42e2b822ca2430,6.0
335,192.168.64.11,151.101.61.52,16,51526,443,0x0303,0x304,17.0,False,False,4.0,2,2800,*.vox.com,1.2.840.113549.1.1.11,0xc02f,38,0x03,0x001d,32,32,www.vox.com,579ccef312d18482fc42e2b822ca2430,6.0
336,192.168.64.11,151.101.60.124,10,39128,443,0x0303,0x304,17.0,False,False,4.0,2,2809,*.vox-cdn.com,1.2.840.113549.1.1.11,0xc02f,38,0x03,0x001d,32,32,cdn.vox-cdn.com,579ccef312d18482fc42e2b822ca2430,6.0
337,192.168.64.11,151.101.60.124,17,39130,443,0x0303,0x304,17.0,False,False,4.0,2,2809,GlobalSign nv-sa,1.3.14.3.2.26,0xc02f,38,,,,32,cdn.vox-cdn.com,579ccef312d18482fc42e2b822ca2430,6.0
338,192.168.64.11,151.101.60.124,10,39132,443,0x0303,0x304,17.0,False,False,4.0,2,2809,*.vox-cdn.com,1.2.840.113549.1.1.11,0xc02f,38,,,,32,cdn.vox-cdn.com,579ccef312d18482fc42e2b822ca2430,6.0
339,192.168.64.11,151.101.60.124,10,39134,443,0x0303,0x304,17.0,False,False,4.0,2,2809,*.vox-cdn.com,1.2.840.113549.1.1.11,0xc02f,38,0x03,0x001d,32,32,cdn.vox-cdn.com,579ccef312d18482fc42e2b822ca2430,6.0
340,192.168.64.11,151.101.60.124,10,39136,443,0x0303,0x304,17.0,False,False,4.0,2,2809,*.vox-cdn.com,1.2.840.113549.1.1.11,0xc02f,38,,,,32,cdn.vox-cdn.com,579ccef312d18482fc42e2b822ca2430,6.0
341,192.168.64.11,151.101.60.124,10,39138,443,0x0303,0x304,17.0,False,False,4.0,2,2809,*.vox-cdn.com,1.2.840.113549.1.1.11,0xc02f,38,,,,32,cdn.vox-cdn.com,579ccef312d18482fc42e2b822ca2430,6.0
342,192.168.64.11,151.101.60.124,15,39140,443,0x0303,0x304,17.0,False,False,4.0,2,2809,*.vox-cdn.com,1.2.840.113549.1.1.11,0xc02f,38,,,,32,cdn.vox-cdn.com,579ccef312d18482fc42e2b822ca2430,6.0
343,192.168.64.11,142.250.179.227,15,41132,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,www.recaptcha.net,579ccef312d18482fc42e2b822ca2430,6.0
344,192.168.64.11,151.101.62.217,10,44790,443,0x0303,0x304,17.0,False,False,4.0,3,4008,*.scroll.com,1.2.840.113549.1.1.11,0xc02f,38,0x03,0x001d,32,32,static.scroll.com,579ccef312d18482fc42e2b822ca2430,6.0
345,192.168.64.11,142.250.200.35,9,52754,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,www.gstatic.com,579ccef312d18482fc42e2b822ca2430,6.0
346,192.168.64.11,142.250.179.227,23,41138,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,fonts.gstatic.com,579ccef312d18482fc42e2b822ca2430,6.0
347,192.168.64.11,142.250.179.227,9,41140,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,fonts.gstatic.com,579ccef312d18482fc42e2b822ca2430,6.0
349,192.168.64.11,157.240.221.18,12,35560,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,api.facebook.com,579ccef312d18482fc42e2b822ca2430,6.0
350,192.168.64.11,104.86.111.33,311,46060,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,www.adidas.co.uk,579ccef312d18482fc42e2b822ca2430,6.0
351,192.168.64.11,142.250.187.234,12,42928,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,52,,,,,safebrowsing.googleapis.com,02aa4679df284f240695da144b70c288,6.0
357,192.168.64.11,2.19.61.69,79,47474,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,brand.assets.adidas.com,579ccef312d18482fc42e2b822ca2430,6.0
356,192.168.64.11,2.19.61.69,10,47472,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,brand.assets.adidas.com,579ccef312d18482fc42e2b822ca2430,6.0
355,192.168.64.11,2.19.61.69,11,47470,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,brand.assets.adidas.com,579ccef312d18482fc42e2b822ca2430,6.0
354,192.168.64.11,2.19.61.69,10,47468,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,brand.assets.adidas.com,579ccef312d18482fc42e2b822ca2430,6.0
353,192.168.64.11,2.19.61.69,11,47466,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,brand.assets.adidas.com,579ccef312d18482fc42e2b822ca2430,6.0
352,192.168.64.11,2.19.61.69,10,47464,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,brand.assets.adidas.com,579ccef312d18482fc42e2b822ca2430,6.0
358,192.168.64.11,104.16.204.22,7,46322,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,eum.instana.io,579ccef312d18482fc42e2b822ca2430,6.0
361,192.168.64.11,2.22.12.126,15,60208,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,adl-foundation.adidas.com,579ccef312d18482fc42e2b822ca2430,6.0
360,192.168.64.11,2.22.12.126,11,60206,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,adl-foundation.adidas.com,579ccef312d18482fc42e2b822ca2430,6.0
359,192.168.64.11,2.22.12.126,10,60204,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,adl-foundation.adidas.com,579ccef312d18482fc42e2b822ca2430,6.0
362,192.168.64.11,142.250.187.234,11,42950,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,52,,,,,safebrowsing.googleapis.com,02aa4679df284f240695da144b70c288,6.0
368,192.168.64.11,2.19.61.69,11,47496,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,assets.adidas.com,579ccef312d18482fc42e2b822ca2430,6.0
367,192.168.64.11,2.19.61.69,11,47494,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,assets.adidas.com,579ccef312d18482fc42e2b822ca2430,6.0
366,192.168.64.11,2.19.61.69,11,47492,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,assets.adidas.com,579ccef312d18482fc42e2b822ca2430,6.0
365,192.168.64.11,2.19.61.69,11,47490,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,assets.adidas.com,579ccef312d18482fc42e2b822ca2430,6.0
364,192.168.64.11,2.19.61.69,10,47488,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,assets.adidas.com,579ccef312d18482fc42e2b822ca2430,6.0
363,192.168.64.11,2.19.61.69,11,47486,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,assets.adidas.com,579ccef312d18482fc42e2b822ca2430,6.0
369,192.168.64.11,142.250.187.234,12,42964,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,52,,,,,safebrowsing.googleapis.com,02aa4679df284f240695da144b70c288,6.0
370,192.168.64.11,3.248.87.75,22,60174,443,0x0303,0x304,17.0,False,False,4.0,2,2948,*.instana.io,1.2.840.113549.1.1.11,0xc02f,13,0x03,0x0017,65,65,eum-eu-west-1.instana.io,579ccef312d18482fc42e2b822ca2430,6.0
376,192.168.64.11,2.19.61.11,41,34776,443,0x0303,0x304,17.0,False,False,4.0,3,4146,*.cloudinary.com,1.3.14.3.2.26,0xc030,34,,,,65,cmspreview-res.cloudinary.com,579ccef312d18482fc42e2b822ca2430,6.0
375,192.168.64.11,2.19.61.11,11,34774,443,0x0303,0x304,17.0,False,False,4.0,3,4146,*.cloudinary.com,1.3.14.3.2.26,0xc030,34,,,,65,cmspreview-res.cloudinary.com,579ccef312d18482fc42e2b822ca2430,6.0
374,192.168.64.11,2.19.61.11,11,34772,443,0x0303,0x304,17.0,False,False,4.0,3,4146,*.cloudinary.com,1.3.14.3.2.26,0xc030,34,,,,65,cmspreview-res.cloudinary.com,579ccef312d18482fc42e2b822ca2430,6.0
373,192.168.64.11,2.19.61.11,11,34770,443,0x0303,0x304,17.0,False,False,4.0,3,4146,*.cloudinary.com,1.3.14.3.2.26,0xc030,34,,,,65,cmspreview-res.cloudinary.com,579ccef312d18482fc42e2b822ca2430,6.0
372,192.168.64.11,2.19.61.11,11,34768,443,0x0303,0x304,17.0,False,False,4.0,3,4146,*.cloudinary.com,1.3.14.3.2.26,0xc030,34,,,,65,cmspreview-res.cloudinary.com,579ccef312d18482fc42e2b822ca2430,6.0
371,192.168.64.11,2.19.61.11,11,34766,443,0x0303,0x304,17.0,False,False,4.0,3,4146,*.cloudinary.com,1.3.14.3.2.26,0xc030,34,,,,65,cmspreview-res.cloudinary.com,579ccef312d18482fc42e2b822ca2430,6.0
377,192.168.64.11,2.18.84.142,9,37642,443,0x0303,0x304,17.0,False,False,4.0,2,2470,,1.2.840.10045.4.3.3,0xc02c,40,0x03,0x0017,65,65,c.go-mpulse.net,579ccef312d18482fc42e2b822ca2430,6.0
378,192.168.64.11,2.18.84.142,5,37644,443,0x0303,0x304,17.0,False,False,4.0,2,2470,,1.2.840.10045.4.3.3,0xc02c,40,,,,65,c.go-mpulse.net,579ccef312d18482fc42e2b822ca2430,6.0
379,192.168.64.11,2.19.60.178,89,40106,443,0x0303,0x304,17.0,False,False,4.0,2,2985,*.tiqcdn.com,1.2.840.113549.1.1.11,0xc030,34,,,,65,tags.tiqcdn.com,579ccef312d18482fc42e2b822ca2430,6.0
380,192.168.64.11,34.250.172.3,6,49648,443,0x0303,0x304,17.0,False,False,4.0,3,3911,*.demdex.net,1.2.840.113549.1.1.11,0xc02f,13,,,,65,dpm.demdex.net,579ccef312d18482fc42e2b822ca2430,6.0
381,192.168.64.11,216.58.212.232,18,43260,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,www.googletagmanager.com,579ccef312d18482fc42e2b822ca2430,6.0
383,192.168.64.11,204.79.197.200,27,37418,443,0x0303,0x304,17.0,False,False,4.0,2,4800,Microsoft_RSA_TLS_Issuing_CA_01_KeyBinding,1.2.840.113549.1.1.11,0xc030,26,0x03,0x0018,97,97,bat.bing.com,579ccef312d18482fc42e2b822ca2430,6.0
385,192.168.64.11,199.232.56.84,12,36376,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,s.pinimg.com,579ccef312d18482fc42e2b822ca2430,6.0
384,192.168.64.11,204.79.197.200,7,37420,443,0x0303,0x304,17.0,False,False,4.0,2,4800,Microsoft_RSA_TLS_Issuing_CA_01_KeyBinding,1.2.840.113549.1.1.11,0xc030,26,0x03,0x0018,97,97,bat.bing.com,579ccef312d18482fc42e2b822ca2430,6.0
387,192.168.64.11,104.17.209.240,94,55094,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,zn6mcrij6xncfajof-adidastrial.siteintercept.qualtrics.com,579ccef312d18482fc42e2b822ca2430,6.0
386,192.168.64.11,3.123.106.50,8,35234,443,0x0303,0x304,17.0,False,False,4.0,4,4935,,1.2.840.113549.1.1.11,0xc02f,13,,,,65,ads.celtra.com,579ccef312d18482fc42e2b822ca2430,6.0
388,192.168.64.11,54.192.225.252,9,45642,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,sc-static.net,579ccef312d18482fc42e2b822ca2430,6.0
389,192.168.64.11,5.150.170.1,10,53144,443,0x0303,0x304,17.0,False,False,4.0,3,4576,Greater Manchester,1.2.840.113549.1.1.11,0xc02f,17,0x03,0x0017,65,65,pzapi-kg.com,579ccef312d18482fc42e2b822ca2430,6.0
394,192.168.64.11,172.67.20.158,15,37608,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,cdn.quantummetric.com,579ccef312d18482fc42e2b822ca2430,6.0
382,192.168.64.11,69.43.132.198,10,36944,443,0x0303,0x304,17.0,False,False,4.0,2,3042,*.res-x.com,1.2.840.113549.1.1.11,0xc030,26,0x03,0x0017,65,65,www.res-x.com,579ccef312d18482fc42e2b822ca2430,6.0
395,192.168.64.11,2.18.84.142,13,37678,443,0x0303,0x304,17.0,False,False,4.0,2,2470,,1.3.14.3.2.26,0xc02c,40,,,,65,684dd329.akstat.io,579ccef312d18482fc42e2b822ca2430,6.0
393,192.168.64.11,34.234.56.81,15,52064,443,0x0303,0x304,17.0,False,False,4.0,4,4973,*.collect.igodigital.com,1.2.840.113549.1.1.11,0xc02f,26,0x03,0x0017,65,65,10964987.collect.igodigital.com,579ccef312d18482fc42e2b822ca2430,6.0
392,192.168.64.11,34.234.56.81,10,52062,443,0x0303,0x304,17.0,False,False,4.0,4,4973,*.collect.igodigital.com,1.2.840.113549.1.1.11,0xc02f,26,,,,65,10964987.collect.igodigital.com,579ccef312d18482fc42e2b822ca2430,6.0
391,192.168.64.11,34.234.56.81,10,52060,443,0x0303,0x304,17.0,False,False,4.0,4,4973,*.collect.igodigital.com,1.2.840.113549.1.1.11,0xc02f,26,0x03,0x0017,65,65,10964987.collect.igodigital.com,579ccef312d18482fc42e2b822ca2430,6.0
390,192.168.64.11,34.234.56.81,9,52058,443,0x0303,0x304,17.0,False,False,4.0,4,4973,*.collect.igodigital.com,1.2.840.113549.1.1.11,0xc02f,26,0x03,0x0017,65,65,10964987.collect.igodigital.com,579ccef312d18482fc42e2b822ca2430,6.0
396,192.168.64.11,160.8.20.232,12,38212,443,0x0303,0x304,17.0,False,False,4.0,2,3045,,1.2.840.113549.1.1.11,0xc030,15,0x03,0x0017,65,65,www.contactus.adidas.com,579ccef312d18482fc42e2b822ca2430,6.0
397,192.168.64.11,172.217.169.6,9,46650,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,3226898.fls.doubleclick.net,579ccef312d18482fc42e2b822ca2430,6.0
398,192.168.64.11,172.217.169.6,19,46652,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,3226898.fls.doubleclick.net,579ccef312d18482fc42e2b822ca2430,6.0
399,192.168.64.11,142.250.187.228,8,48162,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,www.google.com,579ccef312d18482fc42e2b822ca2430,6.0
400,192.168.64.11,142.250.187.228,18,48164,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,www.google.com,579ccef312d18482fc42e2b822ca2430,6.0
401,192.168.64.11,104.17.208.240,9,54254,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,siteintercept.qualtrics.com,579ccef312d18482fc42e2b822ca2430,6.0
404,192.168.64.11,2.19.61.22,15,41378,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,ct.pinterest.com,579ccef312d18482fc42e2b822ca2430,6.0
405,192.168.64.11,2.19.61.22,11,41380,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,ct.pinterest.com,579ccef312d18482fc42e2b822ca2430,6.0
408,192.168.64.11,35.190.43.134,32,34120,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,tr.snapchat.com,579ccef312d18482fc42e2b822ca2430,6.0
407,192.168.64.11,35.190.43.134,28,34118,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,tr.snapchat.com,579ccef312d18482fc42e2b822ca2430,6.0
406,192.168.64.11,35.190.43.134,8,34116,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,tr.snapchat.com,579ccef312d18482fc42e2b822ca2430,6.0
409,192.168.64.11,35.190.43.134,9,34122,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,tr.snapchat.com,579ccef312d18482fc42e2b822ca2430,6.0
410,192.168.64.11,35.190.43.134,9,34124,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,tr.snapchat.com,579ccef312d18482fc42e2b822ca2430,6.0
411,192.168.64.11,35.190.43.134,8,34126,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,tr.snapchat.com,579ccef312d18482fc42e2b822ca2430,6.0
412,192.168.64.11,35.190.43.134,9,34128,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,tr.snapchat.com,579ccef312d18482fc42e2b822ca2430,6.0
414,192.168.64.11,35.190.43.134,9,34132,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,tr.snapchat.com,579ccef312d18482fc42e2b822ca2430,6.0
413,192.168.64.11,35.190.43.134,9,34130,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,tr.snapchat.com,579ccef312d18482fc42e2b822ca2430,6.0
416,192.168.64.11,35.190.43.134,9,34136,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,tr.snapchat.com,579ccef312d18482fc42e2b822ca2430,6.0
415,192.168.64.11,35.190.43.134,9,34134,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,tr.snapchat.com,579ccef312d18482fc42e2b822ca2430,6.0
417,192.168.64.11,108.156.46.71,12,45276,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,cache-ssl.celtra.com,579ccef312d18482fc42e2b822ca2430,6.0
419,192.168.64.11,34.254.119.178,16,53538,443,0x0303,0x304,17.0,False,False,4.0,4,4927,*.tealiumiq.com,1.2.840.113549.1.1.11,0xc02f,26,0x03,0x0017,65,65,collect-eu-west-1.tealiumiq.com,579ccef312d18482fc42e2b822ca2430,6.0
422,192.168.64.11,172.217.169.2,19,36906,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,adservice.google.com,579ccef312d18482fc42e2b822ca2430,6.0
418,192.168.64.11,66.235.152.143,11,57852,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,adidas.d3.sc.omtrdc.net,579ccef312d18482fc42e2b822ca2430,6.0
421,192.168.64.11,34.254.119.178,9,53542,443,0x0303,0x304,17.0,False,False,4.0,4,4927,*.tealiumiq.com,1.2.840.113549.1.1.11,0xc02f,26,0x03,0x0017,65,65,collect-eu-west-1.tealiumiq.com,579ccef312d18482fc42e2b822ca2430,6.0
420,192.168.64.11,172.217.169.2,9,36902,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,adservice.google.com,579ccef312d18482fc42e2b822ca2430,6.0
423,192.168.64.11,34.234.56.81,9,52124,443,0x0303,0x304,17.0,False,False,4.0,4,4973,*.collect.igodigital.com,1.2.840.113549.1.1.11,0xc02f,26,0x03,0x0017,65,65,nova.collect.igodigital.com,579ccef312d18482fc42e2b822ca2430,6.0
424,192.168.64.11,216.239.32.36,17,52738,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,region1.google-analytics.com,579ccef312d18482fc42e2b822ca2430,6.0
425,192.168.64.11,52.28.49.226,7,40082,443,0x0303,0x304,17.0,False,False,4.0,4,4936,,1.2.840.113549.1.1.11,0xc02f,13,0x03,0x0017,65,65,celtraidentity.com,579ccef312d18482fc42e2b822ca2430,6.0
427,192.168.64.11,216.58.213.2,9,46378,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,adservice.google.co.uk,579ccef312d18482fc42e2b822ca2430,6.0
426,192.168.64.11,216.58.213.2,15,46376,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,adservice.google.co.uk,579ccef312d18482fc42e2b822ca2430,6.0
428,192.168.64.11,2.18.85.138,10,44992,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,eu.qualtrics.com,579ccef312d18482fc42e2b822ca2430,6.0
430,192.168.64.11,3.123.252.45,8,46784,443,0x0303,0x304,17.0,False,False,4.0,4,4935,,1.2.840.113549.1.1.11,0xc02f,13,,,,65,track.celtra.com,579ccef312d18482fc42e2b822ca2430,6.0
429,192.168.64.11,3.123.252.45,8,46782,443,0x0303,0x304,17.0,False,False,4.0,4,4935,,1.2.840.113549.1.1.11,0xc02f,13,,,,65,track.celtra.com,579ccef312d18482fc42e2b822ca2430,6.0
431,192.168.64.11,34.76.9.209,33,51334,443,0x0303,0x304,17.0,False,False,4.0,4,5669,*.quantummetric.com,1.2.840.113549.1.1.11,0xc02f,34,,,,32,adidasgroup-app.quantummetric.com,579ccef312d18482fc42e2b822ca2430,6.0
432,192.168.64.11,35.205.136.23,17,47104,443,0x0303,0x304,17.0,False,False,4.0,4,5669,*.quantummetric.com,1.2.840.113549.1.1.11,0xc02f,34,,,,32,adidasgroup-sync.quantummetric.com,579ccef312d18482fc42e2b822ca2430,6.0
433,192.168.64.11,157.240.221.15,6,33868,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,ad.atdmt.com,579ccef312d18482fc42e2b822ca2430,6.0
434,192.168.64.11,157.240.221.15,15,33870,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,ad.atdmt.com,579ccef312d18482fc42e2b822ca2430,6.0
437,192.168.64.11,96.16.109.143,6,42544,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,p.teads.tv,579ccef312d18482fc42e2b822ca2430,6.0
436,192.168.64.11,2.18.82.24,34,35118,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,se.monetate.net,579ccef312d18482fc42e2b822ca2430,6.0
435,192.168.64.11,157.240.221.16,34,60652,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,connect.facebook.net,579ccef312d18482fc42e2b822ca2430,6.0
443,192.168.64.11,35.71.131.137,17,57440,443,0x0303,0x304,17.0,False,False,4.0,2,2825,*.adsrvr.org,1.2.840.113549.1.1.11,0xc02f,26,,,,65,match.adsrvr.org,579ccef312d18482fc42e2b822ca2430,6.0
442,192.168.64.11,96.16.80.185,10,38028,443,0x0303,0x304,17.0,False,False,4.0,2,3182,,1.2.840.113549.1.1.11,0xc030,40,0x03,0x0017,65,65,acdn.adnxs.com,579ccef312d18482fc42e2b822ca2430,6.0
441,192.168.64.11,18.164.70.179,9,58948,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,js.adsrvr.org,579ccef312d18482fc42e2b822ca2430,6.0
440,192.168.64.11,199.232.172.157,11,46956,443,0x0303,0x304,17.0,False,False,4.0,2,3015,,1.2.840.113549.1.1.11,0xc02f,38,,,,32,static.ads-twitter.com,579ccef312d18482fc42e2b822ca2430,6.0
439,192.168.64.11,142.250.179.238,18,56240,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,www.google-analytics.com,579ccef312d18482fc42e2b822ca2430,6.0
438,192.168.64.11,96.16.109.143,10,42546,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,p.teads.tv,579ccef312d18482fc42e2b822ca2430,6.0
446,192.168.64.11,142.250.200.34,26,48062,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,googleads.g.doubleclick.net,579ccef312d18482fc42e2b822ca2430,6.0
444,192.168.64.11,142.250.187.194,15,58396,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,cm.g.doubleclick.net,579ccef312d18482fc42e2b822ca2430,6.0
448,192.168.64.11,142.250.200.34,9,48066,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,googleads.g.doubleclick.net,579ccef312d18482fc42e2b822ca2430,6.0
447,192.168.64.11,142.250.200.34,9,48064,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,googleads.g.doubleclick.net,579ccef312d18482fc42e2b822ca2430,6.0
